alias_text	locale	normalized_alias	route_kind	target_code	priority	match_kind	is_blocked	source	comment
моментальная камера	ru-RU	моментальная камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:INSTANT_CAMERA
полароид	ru-RU	полароид	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:INSTANT_CAMERA
instax	ru-RU	instax	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:INSTANT_CAMERA
instant camera	ru-RU	instant camera	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:INSTANT_CAMERA
камкордер	ru-RU	камкордер	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:CAMCORDER
camcorder	ru-RU	camcorder	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:CAMCORDER
video camera	ru-RU	video camera	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:CAMCORDER
квадрокоптер	ru-RU	квадрокоптер	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:DRONE
коптер	ru-RU	коптер	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:DRONE
беспилотник	ru-RU	беспилотник	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:DRONE
fpv drone	ru-RU	fpv drone	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:DRONE
линза для камеры	ru-RU	линза для камеры	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:LENS
фотообъектив	ru-RU	фотообъектив	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:LENS
трипод	ru-RU	трипод	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:TRIPOD
монопод	ru-RU	монопод	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:TRIPOD
tripod	ru-RU	tripod	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:TRIPOD
стойка камеры	ru-RU	стойка камеры	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:TRIPOD
стабилизатор	ru-RU	стабилизатор	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:GIMBAL
гимбал	ru-RU	гимбал	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:GIMBAL
gimbal	ru-RU	gimbal	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:GIMBAL
стедикам	ru-RU	стедикам	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:GIMBAL
свет для фото	ru-RU	свет для фото	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:PHOTO_LIGHTING
студийный свет	ru-RU	студийный свет	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:PHOTO_LIGHTING
видеосвет	ru-RU	видеосвет	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:PHOTO_LIGHTING
лампа для съемки	ru-RU	лампа для съемки	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:PHOTO_LIGHTING
photo light	ru-RU	photo light	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:PHOTO_LIGHTING
бинокль	ru-RU	бинокль	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:BINOCULARS_TELESCOPE
телескоп	ru-RU	телескоп	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:BINOCULARS_TELESCOPE
подзорная труба	ru-RU	подзорная труба	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:BINOCULARS_TELESCOPE
монокуляр	ru-RU	монокуляр	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:BINOCULARS_TELESCOPE
оптика	ru-RU	оптика	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:BINOCULARS_TELESCOPE
аксессуар для камеры	ru-RU	аксессуар для камеры	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:CAMERA_ACCESSORY
фото аксессуар	ru-RU	фото аксессуар	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:CAMERA_ACCESSORY
крышка объектива	ru-RU	крышка объектива	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:CAMERA_ACCESSORY
ремень камеры	ru-RU	ремень камеры	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:CAMERA_ACCESSORY
фильтр объектива	ru-RU	фильтр объектива	CATEGORY_LEAF	TECH.CAMERAS_DRONES	90	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; type_alias:CAMERA_ACCESSORY
sony a7 iv body	ru-RU	sony a7 iv body	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
камера sony a7r v	ru-RU	камера sony a7r v	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
canon eos r6 mark ii	ru-RU	canon eos r6 mark ii	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
беззеркалка canon r8	ru-RU	беззеркалка canon r8	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
nikon z6 iii kit	ru-RU	nikon z6 iii kit	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
fuji x-t5 body	ru-RU	fuji x-t5 body	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
fujifilm x100vi	ru-RU	fujifilm x100vi	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
lumix s5ii	ru-RU	lumix s5ii	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
om system om-1 mark ii	ru-RU	om system om-1 mark ii	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
nikon d850 body	ru-RU	nikon d850 body	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DSLR_CAMERA
зеркалка canon 5d mark iv	ru-RU	зеркалка canon 5d mark iv	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DSLR_CAMERA
canon 6d mark ii	ru-RU	canon 6d mark ii	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DSLR_CAMERA
nikon d750 бу	ru-RU	nikon d750 бу	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DSLR_CAMERA
зеркальный фотоаппарат nikon	ru-RU	зеркальный фотоаппарат nikon	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DSLR_CAMERA
canon g7x mark iii	ru-RU	canon g7x mark iii	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DIGITAL_CAMERA
sony rx100 vii	ru-RU	sony rx100 vii	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DIGITAL_CAMERA
ricoh gr iii	ru-RU	ricoh gr iii	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DIGITAL_CAMERA
kodak pixpro fz55	ru-RU	kodak pixpro fz55	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DIGITAL_CAMERA
компактная камера для путешествий	ru-RU	компактная камера для путешествий	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DIGITAL_CAMERA
gopro hero 13 black	ru-RU	gopro hero 13 black	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:ACTION_CAMERA
gopro hero 12	ru-RU	gopro hero 12	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:ACTION_CAMERA
insta360 x4	ru-RU	insta360 x4	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:ACTION_CAMERA
insta360 ace pro 2	ru-RU	insta360 ace pro 2	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:ACTION_CAMERA
dji osmo action 5 pro	ru-RU	dji osmo action 5 pro	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:ACTION_CAMERA
экшн камера 4k	ru-RU	экшн камера 4k	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:ACTION_CAMERA
dji mavic 4 pro	ru-RU	dji mavic 4 pro	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DRONE
dji mini 4 pro fly more	ru-RU	dji mini 4 pro fly more	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DRONE
dji air 3s	ru-RU	dji air 3s	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DRONE
dji avata 2	ru-RU	dji avata 2	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DRONE
квадрокоптер dji neo	ru-RU	квадрокоптер dji neo	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DRONE
дрон с камерой 4k	ru-RU	дрон с камерой 4k	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:DRONE
canon rf 50mm 1.8	ru-RU	canon rf 50mm 1.8	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:LENS
sony fe 24-70 gm ii	ru-RU	sony fe 24-70 gm ii	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:LENS
nikon z 24-70 2.8 s	ru-RU	nikon z 24-70 2.8 s	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:LENS
sigma 24-70 dg dn art sony e	ru-RU	sigma 24-70 dg dn art sony e	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:LENS
tamron 28-75 g2	ru-RU	tamron 28-75 g2	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:LENS
объектив fuji xf 35 1.4	ru-RU	объектив fuji xf 35 1.4	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:LENS
штатив manfrotto befree	ru-RU	штатив manfrotto befree	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:TRIPOD
joby gorillapod 3k	ru-RU	joby gorillapod 3k	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:TRIPOD
штатив для фотоаппарата	ru-RU	штатив для фотоаппарата	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:TRIPOD
монопод для камеры	ru-RU	монопод для камеры	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:TRIPOD
dji rs 4 pro	ru-RU	dji rs 4 pro	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:GIMBAL
стабилизатор zhiyun crane 4	ru-RU	стабилизатор zhiyun crane 4	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:GIMBAL
гимбал для камеры	ru-RU	гимбал для камеры	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:GIMBAL
стедикам dji ronin	ru-RU	стедикам dji ronin	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:GIMBAL
godox ad200 pro	ru-RU	godox ad200 pro	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:PHOTO_LIGHTING
aputure ls 300x	ru-RU	aputure ls 300x	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:PHOTO_LIGHTING
nanlite forza 60b ii	ru-RU	nanlite forza 60b ii	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:PHOTO_LIGHTING
кольцевой свет для фото	ru-RU	кольцевой свет для фото	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:PHOTO_LIGHTING
студийный свет godox	ru-RU	студийный свет godox	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:PHOTO_LIGHTING
instax mini 12	ru-RU	instax mini 12	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:INSTANT_CAMERA
polaroid now plus gen 2	ru-RU	polaroid now plus gen 2	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:INSTANT_CAMERA
моментальная камера fujifilm	ru-RU	моментальная камера fujifilm	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:INSTANT_CAMERA
полароид фотоаппарат	ru-RU	полароид фотоаппарат	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:INSTANT_CAMERA
видеокамера 4k sony	ru-RU	видеокамера 4k sony	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:CAMCORDER
blackmagic pocket cinema 6k pro	ru-RU	blackmagic pocket cinema 6k pro	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:CAMCORDER
камкордер panasonic	ru-RU	камкордер panasonic	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:CAMCORDER
видеокамера для съемки	ru-RU	видеокамера для съемки	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:CAMCORDER
бинокль nikon 10x50	ru-RU	бинокль nikon 10x50	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:BINOCULARS_TELESCOPE
celestron nexstar 8se	ru-RU	celestron nexstar 8se	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:BINOCULARS_TELESCOPE
телескоп для наблюдений	ru-RU	телескоп для наблюдений	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:BINOCULARS_TELESCOPE
фильтр hoya 67mm	ru-RU	фильтр hoya 67mm	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:CAMERA_ACCESSORY
ремень peak design	ru-RU	ремень peak design	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:CAMERA_ACCESSORY
крышка объектива canon	ru-RU	крышка объектива canon	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:CAMERA_ACCESSORY
аккумулятор lp-e6nh	ru-RU	аккумулятор lp-e6nh	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:CAMERA_ACCESSORY
клетка smallrig sony a7iv	ru-RU	клетка smallrig sony a7iv	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:CAMERA_ACCESSORY
canon камера	ru-RU	canon камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
sony камера	ru-RU	sony камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
nikon камера	ru-RU	nikon камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
fujifilm камера	ru-RU	fujifilm камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
panasonic lumix камера	ru-RU	panasonic lumix камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
om system / olympus камера	ru-RU	om system / olympus камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
leica камера	ru-RU	leica камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
sigma камера	ru-RU	sigma камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
tamron камера	ru-RU	tamron камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
dji камера	ru-RU	dji камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
insta360 камера	ru-RU	insta360 камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
blackmagic design камера	ru-RU	blackmagic design камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
red камера	ru-RU	red камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
hasselblad камера	ru-RU	hasselblad камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
pentax камера	ru-RU	pentax камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
ricoh камера	ru-RU	ricoh камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
polaroid камера	ru-RU	polaroid камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
kodak камера	ru-RU	kodak камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
manfrotto камера	ru-RU	manfrotto камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
smallrig камера	ru-RU	smallrig камера	CATEGORY_LEAF	TECH.CAMERAS_DRONES	88	EXACT	false	MANUAL	TECH_CAMERAS_DRONES_public_category_pack_v1_0_RU; golden_query:MIRRORLESS_CAMERA
