alias	brand	family	line	model	model_code	priority	source_policy
google 9	GOOGLE	PIXEL	9	Pixel 9	GOOGLE_PIXEL_9	90	generated_alias_delta_v1_1
пиксель 9	GOOGLE	PIXEL	9	Pixel 9	GOOGLE_PIXEL_9	90	generated_alias_delta_v1_1
гугл pixel 9	GOOGLE	PIXEL	9	Pixel 9	GOOGLE_PIXEL_9	90	generated_alias_delta_v1_1
google pixel 9	GOOGLE	PIXEL	9	Pixel 9	GOOGLE_PIXEL_9	90	generated_alias_delta_v1_1
10profold	GOOGLE	PIXEL	10	Pixel 10 Pro Fold	GOOGLE_PIXEL_10_PRO_FOLD	90	generated_alias_delta_v1_1
10 pro fold	GOOGLE	PIXEL	10	Pixel 10 Pro Fold	GOOGLE_PIXEL_10_PRO_FOLD	90	generated_alias_delta_v1_1
pixel10profold	GOOGLE	PIXEL	10	Pixel 10 Pro Fold	GOOGLE_PIXEL_10_PRO_FOLD	90	generated_alias_delta_v1_1
гугл 10 pro fold	GOOGLE	PIXEL	10	Pixel 10 Pro Fold	GOOGLE_PIXEL_10_PRO_FOLD	90	generated_alias_delta_v1_1
Pixel 10 Pro Fold	GOOGLE	PIXEL	10	Pixel 10 Pro Fold	GOOGLE_PIXEL_10_PRO_FOLD	90	generated_alias_delta_v1_1
google 10 pro fold	GOOGLE	PIXEL	10	Pixel 10 Pro Fold	GOOGLE_PIXEL_10_PRO_FOLD	90	generated_alias_delta_v1_1
пиксель 10 pro fold	GOOGLE	PIXEL	10	Pixel 10 Pro Fold	GOOGLE_PIXEL_10_PRO_FOLD	90	generated_alias_delta_v1_1
гугл pixel 10 pro fold	GOOGLE	PIXEL	10	Pixel 10 Pro Fold	GOOGLE_PIXEL_10_PRO_FOLD	90	generated_alias_delta_v1_1
google pixel 10 pro fold	GOOGLE	PIXEL	10	Pixel 10 Pro Fold	GOOGLE_PIXEL_10_PRO_FOLD	90	generated_alias_delta_v1_1
9a	GOOGLE	PIXEL	9A	Pixel 9a	GOOGLE_PIXEL_9A	90	generated_alias_delta_v1_1
pixel9a	GOOGLE	PIXEL	9A	Pixel 9a	GOOGLE_PIXEL_9A	90	generated_alias_delta_v1_1
гугл 9a	GOOGLE	PIXEL	9A	Pixel 9a	GOOGLE_PIXEL_9A	90	generated_alias_delta_v1_1
Pixel 9a	GOOGLE	PIXEL	9A	Pixel 9a	GOOGLE_PIXEL_9A	90	generated_alias_delta_v1_1
google 9a	GOOGLE	PIXEL	9A	Pixel 9a	GOOGLE_PIXEL_9A	90	generated_alias_delta_v1_1
пиксель 9a	GOOGLE	PIXEL	9A	Pixel 9a	GOOGLE_PIXEL_9A	90	generated_alias_delta_v1_1
гугл pixel 9a	GOOGLE	PIXEL	9A	Pixel 9a	GOOGLE_PIXEL_9A	90	generated_alias_delta_v1_1
google pixel 9a	GOOGLE	PIXEL	9A	Pixel 9a	GOOGLE_PIXEL_9A	90	generated_alias_delta_v1_1
400	HONOR	HONOR_NUMBER	400	Honor 400	HONOR_HONOR_400	90	generated_alias_delta_v1_1
honor400	HONOR	HONOR_NUMBER	400	Honor 400	HONOR_HONOR_400	90	generated_alias_delta_v1_1
Honor 400	HONOR	HONOR_NUMBER	400	Honor 400	HONOR_HONOR_400	90	generated_alias_delta_v1_1
хонор 400	HONOR	HONOR_NUMBER	400	Honor 400	HONOR_HONOR_400	90	generated_alias_delta_v1_1
honor honor 400	HONOR	HONOR_NUMBER	400	Honor 400	HONOR_HONOR_400	90	generated_alias_delta_v1_1
хонор honor 400	HONOR	HONOR_NUMBER	400	Honor 400	HONOR_HONOR_400	90	generated_alias_delta_v1_1
400pro	HONOR	HONOR_NUMBER	400	Honor 400 Pro	HONOR_HONOR_400_PRO	90	generated_alias_delta_v1_1
400 pro	HONOR	HONOR_NUMBER	400	Honor 400 Pro	HONOR_HONOR_400_PRO	90	generated_alias_delta_v1_1
honor400pro	HONOR	HONOR_NUMBER	400	Honor 400 Pro	HONOR_HONOR_400_PRO	90	generated_alias_delta_v1_1
Honor 400 Pro	HONOR	HONOR_NUMBER	400	Honor 400 Pro	HONOR_HONOR_400_PRO	90	generated_alias_delta_v1_1
хонор 400 pro	HONOR	HONOR_NUMBER	400	Honor 400 Pro	HONOR_HONOR_400_PRO	90	generated_alias_delta_v1_1
honor honor 400 pro	HONOR	HONOR_NUMBER	400	Honor 400 Pro	HONOR_HONOR_400_PRO	90	generated_alias_delta_v1_1
хонор honor 400 pro	HONOR	HONOR_NUMBER	400	Honor 400 Pro	HONOR_HONOR_400_PRO	90	generated_alias_delta_v1_1
magic7pro	HONOR	HONOR_MAGIC	MAGIC_7	Honor Magic7 Pro	HONOR_HONOR_MAGIC7_PRO	90	generated_alias_delta_v1_1
magic7 pro	HONOR	HONOR_MAGIC	MAGIC_7	Honor Magic7 Pro	HONOR_HONOR_MAGIC7_PRO	90	generated_alias_delta_v1_1
honormagic7pro	HONOR	HONOR_MAGIC	MAGIC_7	Honor Magic7 Pro	HONOR_HONOR_MAGIC7_PRO	90	generated_alias_delta_v1_1
Honor Magic7 Pro	HONOR	HONOR_MAGIC	MAGIC_7	Honor Magic7 Pro	HONOR_HONOR_MAGIC7_PRO	90	generated_alias_delta_v1_1
хонор magic7 pro	HONOR	HONOR_MAGIC	MAGIC_7	Honor Magic7 Pro	HONOR_HONOR_MAGIC7_PRO	90	generated_alias_delta_v1_1
honor honor magic7 pro	HONOR	HONOR_MAGIC	MAGIC_7	Honor Magic7 Pro	HONOR_HONOR_MAGIC7_PRO	90	generated_alias_delta_v1_1
хонор honor magic7 pro	HONOR	HONOR_MAGIC	MAGIC_7	Honor Magic7 Pro	HONOR_HONOR_MAGIC7_PRO	90	generated_alias_delta_v1_1
mate70pro	HUAWEI	HUAWEI_MATE	MATE_70	Huawei Mate 70 Pro	HUAWEI_HUAWEI_MATE_70_PRO	90	generated_alias_delta_v1_1
mate 70 pro	HUAWEI	HUAWEI_MATE	MATE_70	Huawei Mate 70 Pro	HUAWEI_HUAWEI_MATE_70_PRO	90	generated_alias_delta_v1_1
huaweimate70pro	HUAWEI	HUAWEI_MATE	MATE_70	Huawei Mate 70 Pro	HUAWEI_HUAWEI_MATE_70_PRO	90	generated_alias_delta_v1_1
Huawei Mate 70 Pro	HUAWEI	HUAWEI_MATE	MATE_70	Huawei Mate 70 Pro	HUAWEI_HUAWEI_MATE_70_PRO	90	generated_alias_delta_v1_1
хуавей mate 70 pro	HUAWEI	HUAWEI_MATE	MATE_70	Huawei Mate 70 Pro	HUAWEI_HUAWEI_MATE_70_PRO	90	generated_alias_delta_v1_1
huawei huawei mate 70 pro	HUAWEI	HUAWEI_MATE	MATE_70	Huawei Mate 70 Pro	HUAWEI_HUAWEI_MATE_70_PRO	90	generated_alias_delta_v1_1
хуавей huawei mate 70 pro	HUAWEI	HUAWEI_MATE	MATE_70	Huawei Mate 70 Pro	HUAWEI_HUAWEI_MATE_70_PRO	90	generated_alias_delta_v1_1
pura70ultra	HUAWEI	HUAWEI_P	PURA_70	Huawei Pura 70 Ultra	HUAWEI_HUAWEI_PURA_70_ULTRA	90	generated_alias_delta_v1_1
pura 70 ultra	HUAWEI	HUAWEI_P	PURA_70	Huawei Pura 70 Ultra	HUAWEI_HUAWEI_PURA_70_ULTRA	90	generated_alias_delta_v1_1
huaweipura70ultra	HUAWEI	HUAWEI_P	PURA_70	Huawei Pura 70 Ultra	HUAWEI_HUAWEI_PURA_70_ULTRA	90	generated_alias_delta_v1_1
Huawei Pura 70 Ultra	HUAWEI	HUAWEI_P	PURA_70	Huawei Pura 70 Ultra	HUAWEI_HUAWEI_PURA_70_ULTRA	90	generated_alias_delta_v1_1
хуавей pura 70 ultra	HUAWEI	HUAWEI_P	PURA_70	Huawei Pura 70 Ultra	HUAWEI_HUAWEI_PURA_70_ULTRA	90	generated_alias_delta_v1_1
huawei huawei pura 70 ultra	HUAWEI	HUAWEI_P	PURA_70	Huawei Pura 70 Ultra	HUAWEI_HUAWEI_PURA_70_ULTRA	90	generated_alias_delta_v1_1
хуавей huawei pura 70 ultra	HUAWEI	HUAWEI_P	PURA_70	Huawei Pura 70 Ultra	HUAWEI_HUAWEI_PURA_70_ULTRA	90	generated_alias_delta_v1_1
phone3	NOTHING	NOTHING_PHONE	PHONE_3	Nothing Phone (3)	NOTHING_NOTHING_PHONE_3	90	generated_alias_delta_v1_1
phone (3)	NOTHING	NOTHING_PHONE	PHONE_3	Nothing Phone (3)	NOTHING_NOTHING_PHONE_3	90	generated_alias_delta_v1_1
насинг (3)	NOTHING	NOTHING_PHONE	PHONE_3	Nothing Phone (3)	NOTHING_NOTHING_PHONE_3	90	generated_alias_delta_v1_1
nothing (3)	NOTHING	NOTHING_PHONE	PHONE_3	Nothing Phone (3)	NOTHING_NOTHING_PHONE_3	90	generated_alias_delta_v1_1
nothingphone3	NOTHING	NOTHING_PHONE	PHONE_3	Nothing Phone (3)	NOTHING_NOTHING_PHONE_3	90	generated_alias_delta_v1_1
Nothing Phone (3)	NOTHING	NOTHING_PHONE	PHONE_3	Nothing Phone (3)	NOTHING_NOTHING_PHONE_3	90	generated_alias_delta_v1_1
насинг nothing phone (3)	NOTHING	NOTHING_PHONE	PHONE_3	Nothing Phone (3)	NOTHING_NOTHING_PHONE_3	90	generated_alias_delta_v1_1
nothing nothing phone (3)	NOTHING	NOTHING_PHONE	PHONE_3	Nothing Phone (3)	NOTHING_NOTHING_PHONE_3	90	generated_alias_delta_v1_1
12	ONEPLUS	ONEPLUS_NUMBER	12	OnePlus 12	ONEPLUS_ONEPLUS_12	90	generated_alias_delta_v1_1
1plus 12	ONEPLUS	ONEPLUS_NUMBER	12	OnePlus 12	ONEPLUS_ONEPLUS_12	90	generated_alias_delta_v1_1
oneplus12	ONEPLUS	ONEPLUS_NUMBER	12	OnePlus 12	ONEPLUS_ONEPLUS_12	90	generated_alias_delta_v1_1
OnePlus 12	ONEPLUS	ONEPLUS_NUMBER	12	OnePlus 12	ONEPLUS_ONEPLUS_12	90	generated_alias_delta_v1_1
ванплас 12	ONEPLUS	ONEPLUS_NUMBER	12	OnePlus 12	ONEPLUS_ONEPLUS_12	90	generated_alias_delta_v1_1
1plus oneplus 12	ONEPLUS	ONEPLUS_NUMBER	12	OnePlus 12	ONEPLUS_ONEPLUS_12	90	generated_alias_delta_v1_1
oneplus oneplus 12	ONEPLUS	ONEPLUS_NUMBER	12	OnePlus 12	ONEPLUS_ONEPLUS_12	90	generated_alias_delta_v1_1
ванплас oneplus 12	ONEPLUS	ONEPLUS_NUMBER	12	OnePlus 12	ONEPLUS_ONEPLUS_12	90	generated_alias_delta_v1_1
13	ONEPLUS	ONEPLUS_NUMBER	13	OnePlus 13	ONEPLUS_ONEPLUS_13	90	generated_alias_delta_v1_1
1plus 13	ONEPLUS	ONEPLUS_NUMBER	13	OnePlus 13	ONEPLUS_ONEPLUS_13	90	generated_alias_delta_v1_1
oneplus13	ONEPLUS	ONEPLUS_NUMBER	13	OnePlus 13	ONEPLUS_ONEPLUS_13	90	generated_alias_delta_v1_1
OnePlus 13	ONEPLUS	ONEPLUS_NUMBER	13	OnePlus 13	ONEPLUS_ONEPLUS_13	90	generated_alias_delta_v1_1
ванплас 13	ONEPLUS	ONEPLUS_NUMBER	13	OnePlus 13	ONEPLUS_ONEPLUS_13	90	generated_alias_delta_v1_1
1plus oneplus 13	ONEPLUS	ONEPLUS_NUMBER	13	OnePlus 13	ONEPLUS_ONEPLUS_13	90	generated_alias_delta_v1_1
oneplus oneplus 13	ONEPLUS	ONEPLUS_NUMBER	13	OnePlus 13	ONEPLUS_ONEPLUS_13	90	generated_alias_delta_v1_1
ванплас oneplus 13	ONEPLUS	ONEPLUS_NUMBER	13	OnePlus 13	ONEPLUS_ONEPLUS_13	90	generated_alias_delta_v1_1
findx8pro	OPPO	OPPO_FIND	FIND_X8	OPPO Find X8 Pro	OPPO_OPPO_FIND_X8_PRO	90	generated_alias_delta_v1_1
find x8 pro	OPPO	OPPO_FIND	FIND_X8	OPPO Find X8 Pro	OPPO_OPPO_FIND_X8_PRO	90	generated_alias_delta_v1_1
oppofindx8pro	OPPO	OPPO_FIND	FIND_X8	OPPO Find X8 Pro	OPPO_OPPO_FIND_X8_PRO	90	generated_alias_delta_v1_1
OPPO Find X8 Pro	OPPO	OPPO_FIND	FIND_X8	OPPO Find X8 Pro	OPPO_OPPO_FIND_X8_PRO	90	generated_alias_delta_v1_1
оппо find x8 pro	OPPO	OPPO_FIND	FIND_X8	OPPO Find X8 Pro	OPPO_OPPO_FIND_X8_PRO	90	generated_alias_delta_v1_1
oppo oppo find x8 pro	OPPO	OPPO_FIND	FIND_X8	OPPO Find X8 Pro	OPPO_OPPO_FIND_X8_PRO	90	generated_alias_delta_v1_1
оппо oppo find x8 pro	OPPO	OPPO_FIND	FIND_X8	OPPO Find X8 Pro	OPPO_OPPO_FIND_X8_PRO	90	generated_alias_delta_v1_1
f6	POCO	POCO_F	F6	POCO F6	POCO_POCO_F6	90	generated_alias_delta_v1_1
pocof6	POCO	POCO_F	F6	POCO F6	POCO_POCO_F6	90	generated_alias_delta_v1_1
POCO F6	POCO	POCO_F	F6	POCO F6	POCO_POCO_F6	90	generated_alias_delta_v1_1
поко f6	POCO	POCO_F	F6	POCO F6	POCO_POCO_F6	90	generated_alias_delta_v1_1
poco poco f6	POCO	POCO_F	F6	POCO F6	POCO_POCO_F6	90	generated_alias_delta_v1_1
поко poco f6	POCO	POCO_F	F6	POCO F6	POCO_POCO_F6	90	generated_alias_delta_v1_1
f6pro	POCO	POCO_F	F6	POCO F6 Pro	POCO_POCO_F6_PRO	90	generated_alias_delta_v1_1
f6 pro	POCO	POCO_F	F6	POCO F6 Pro	POCO_POCO_F6_PRO	90	generated_alias_delta_v1_1
pocof6pro	POCO	POCO_F	F6	POCO F6 Pro	POCO_POCO_F6_PRO	90	generated_alias_delta_v1_1
POCO F6 Pro	POCO	POCO_F	F6	POCO F6 Pro	POCO_POCO_F6_PRO	90	generated_alias_delta_v1_1
поко f6 pro	POCO	POCO_F	F6	POCO F6 Pro	POCO_POCO_F6_PRO	90	generated_alias_delta_v1_1
poco poco f6 pro	POCO	POCO_F	F6	POCO F6 Pro	POCO_POCO_F6_PRO	90	generated_alias_delta_v1_1
поко poco f6 pro	POCO	POCO_F	F6	POCO F6 Pro	POCO_POCO_F6_PRO	90	generated_alias_delta_v1_1
x6pro	POCO	POCO_X	X6	POCO X6 Pro	POCO_POCO_X6_PRO	90	generated_alias_delta_v1_1
x6 pro	POCO	POCO_X	X6	POCO X6 Pro	POCO_POCO_X6_PRO	90	generated_alias_delta_v1_1
pocox6pro	POCO	POCO_X	X6	POCO X6 Pro	POCO_POCO_X6_PRO	90	generated_alias_delta_v1_1
POCO X6 Pro	POCO	POCO_X	X6	POCO X6 Pro	POCO_POCO_X6_PRO	90	generated_alias_delta_v1_1
поко x6 pro	POCO	POCO_X	X6	POCO X6 Pro	POCO_POCO_X6_PRO	90	generated_alias_delta_v1_1
poco poco x6 pro	POCO	POCO_X	X6	POCO X6 Pro	POCO_POCO_X6_PRO	90	generated_alias_delta_v1_1
поко poco x6 pro	POCO	POCO_X	X6	POCO X6 Pro	POCO_POCO_X6_PRO	90	generated_alias_delta_v1_1
f7	POCO	POCO_F	F7	POCO F7	POCO_POCO_F7	90	generated_alias_delta_v1_1
pocof7	POCO	POCO_F	F7	POCO F7	POCO_POCO_F7	90	generated_alias_delta_v1_1
POCO F7	POCO	POCO_F	F7	POCO F7	POCO_POCO_F7	90	generated_alias_delta_v1_1
поко f7	POCO	POCO_F	F7	POCO F7	POCO_POCO_F7	90	generated_alias_delta_v1_1
poco poco f7	POCO	POCO_F	F7	POCO F7	POCO_POCO_F7	90	generated_alias_delta_v1_1
поко poco f7	POCO	POCO_F	F7	POCO F7	POCO_POCO_F7	90	generated_alias_delta_v1_1
f7pro	POCO	POCO_F	F7	POCO F7 Pro	POCO_POCO_F7_PRO	90	generated_alias_delta_v1_1
f7 pro	POCO	POCO_F	F7	POCO F7 Pro	POCO_POCO_F7_PRO	90	generated_alias_delta_v1_1
pocof7pro	POCO	POCO_F	F7	POCO F7 Pro	POCO_POCO_F7_PRO	90	generated_alias_delta_v1_1
POCO F7 Pro	POCO	POCO_F	F7	POCO F7 Pro	POCO_POCO_F7_PRO	90	generated_alias_delta_v1_1
поко f7 pro	POCO	POCO_F	F7	POCO F7 Pro	POCO_POCO_F7_PRO	90	generated_alias_delta_v1_1
poco poco f7 pro	POCO	POCO_F	F7	POCO F7 Pro	POCO_POCO_F7_PRO	90	generated_alias_delta_v1_1
поко poco f7 pro	POCO	POCO_F	F7	POCO F7 Pro	POCO_POCO_F7_PRO	90	generated_alias_delta_v1_1
x7pro	POCO	POCO_X	X7	POCO X7 Pro	POCO_POCO_X7_PRO	90	generated_alias_delta_v1_1
x7 pro	POCO	POCO_X	X7	POCO X7 Pro	POCO_POCO_X7_PRO	90	generated_alias_delta_v1_1
pocox7pro	POCO	POCO_X	X7	POCO X7 Pro	POCO_POCO_X7_PRO	90	generated_alias_delta_v1_1
POCO X7 Pro	POCO	POCO_X	X7	POCO X7 Pro	POCO_POCO_X7_PRO	90	generated_alias_delta_v1_1
поко x7 pro	POCO	POCO_X	X7	POCO X7 Pro	POCO_POCO_X7_PRO	90	generated_alias_delta_v1_1
poco poco x7 pro	POCO	POCO_X	X7	POCO X7 Pro	POCO_POCO_X7_PRO	90	generated_alias_delta_v1_1
поко poco x7 pro	POCO	POCO_X	X7	POCO X7 Pro	POCO_POCO_X7_PRO	90	generated_alias_delta_v1_1
gt7pro	REALME	REALME_GT	GT_7	realme GT 7 Pro	REALME_REALME_GT_7_PRO	90	generated_alias_delta_v1_1
gt 7 pro	REALME	REALME_GT	GT_7	realme GT 7 Pro	REALME_REALME_GT_7_PRO	90	generated_alias_delta_v1_1
realmegt7pro	REALME	REALME_GT	GT_7	realme GT 7 Pro	REALME_REALME_GT_7_PRO	90	generated_alias_delta_v1_1
realme GT 7 Pro	REALME	REALME_GT	GT_7	realme GT 7 Pro	REALME_REALME_GT_7_PRO	90	generated_alias_delta_v1_1
реалми gt 7 pro	REALME	REALME_GT	GT_7	realme GT 7 Pro	REALME_REALME_GT_7_PRO	90	generated_alias_delta_v1_1
realme realme gt 7 pro	REALME	REALME_GT	GT_7	realme GT 7 Pro	REALME_REALME_GT_7_PRO	90	generated_alias_delta_v1_1
реалми realme gt 7 pro	REALME	REALME_GT	GT_7	realme GT 7 Pro	REALME_REALME_GT_7_PRO	90	generated_alias_delta_v1_1
note13pro5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro 5G	REDMI_REDMI_NOTE_13_PRO_5G	90	generated_alias_delta_v1_1
note 13 pro 5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro 5G	REDMI_REDMI_NOTE_13_PRO_5G	90	generated_alias_delta_v1_1
redminote13pro5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro 5G	REDMI_REDMI_NOTE_13_PRO_5G	90	generated_alias_delta_v1_1
redmi not 13 pro 5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro 5G	REDMI_REDMI_NOTE_13_PRO_5G	90	generated_alias_delta_v1_1
Redmi Note 13 Pro 5G	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro 5G	REDMI_REDMI_NOTE_13_PRO_5G	90	generated_alias_delta_v1_1
redmi ноут 13 pro 5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro 5G	REDMI_REDMI_NOTE_13_PRO_5G	90	generated_alias_delta_v1_1
редми note 13 pro 5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro 5G	REDMI_REDMI_NOTE_13_PRO_5G	90	generated_alias_delta_v1_1
redmi redmi note 13 pro 5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro 5G	REDMI_REDMI_NOTE_13_PRO_5G	90	generated_alias_delta_v1_1
редми redmi note 13 pro 5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro 5G	REDMI_REDMI_NOTE_13_PRO_5G	90	generated_alias_delta_v1_1
note13pro5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro+ 5G	REDMI_REDMI_NOTE_13_PRO_PLUS_5G	90	generated_alias_delta_v1_1
note 13 pro+ 5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro+ 5G	REDMI_REDMI_NOTE_13_PRO_PLUS_5G	90	generated_alias_delta_v1_1
redminote13pro5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro+ 5G	REDMI_REDMI_NOTE_13_PRO_PLUS_5G	90	generated_alias_delta_v1_1
redmi not 13 pro+ 5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro+ 5G	REDMI_REDMI_NOTE_13_PRO_PLUS_5G	90	generated_alias_delta_v1_1
Redmi Note 13 Pro+ 5G	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro+ 5G	REDMI_REDMI_NOTE_13_PRO_PLUS_5G	90	generated_alias_delta_v1_1
redmi ноут 13 pro+ 5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro+ 5G	REDMI_REDMI_NOTE_13_PRO_PLUS_5G	90	generated_alias_delta_v1_1
редми note 13 pro+ 5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro+ 5G	REDMI_REDMI_NOTE_13_PRO_PLUS_5G	90	generated_alias_delta_v1_1
redmi redmi note 13 pro+ 5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro+ 5G	REDMI_REDMI_NOTE_13_PRO_PLUS_5G	90	generated_alias_delta_v1_1
редми redmi note 13 pro+ 5g	REDMI	REDMI_NOTE	NOTE_13	Redmi Note 13 Pro+ 5G	REDMI_REDMI_NOTE_13_PRO_PLUS_5G	90	generated_alias_delta_v1_1
note145g	REDMI	REDMI_NOTE	NOTE_14	Redmi Note 14 5G	REDMI_REDMI_NOTE_14_5G	90	generated_alias_delta_v1_1
note 14 5g	REDMI	REDMI_NOTE	NOTE_14	Redmi Note 14 5G	REDMI_REDMI_NOTE_14_5G	90	generated_alias_delta_v1_1
redminote145g	REDMI	REDMI_NOTE	NOTE_14	Redmi Note 14 5G	REDMI_REDMI_NOTE_14_5G	90	generated_alias_delta_v1_1
redmi not 14 5g	REDMI	REDMI_NOTE	NOTE_14	Redmi Note 14 5G	REDMI_REDMI_NOTE_14_5G	90	generated_alias_delta_v1_1
Redmi Note 14 5G	REDMI	REDMI_NOTE	NOTE_14	Redmi Note 14 5G	REDMI_REDMI_NOTE_14_5G	90	generated_alias_delta_v1_1
redmi ноут 14 5g	REDMI	REDMI_NOTE	NOTE_14	Redmi Note 14 5G	REDMI_REDMI_NOTE_14_5G	90	generated_alias_delta_v1_1
редми note 14 5g	REDMI	REDMI_NOTE	NOTE_14	Redmi Note 14 5G	REDMI_REDMI_NOTE_14_5G	90	generated_alias_delta_v1_1
redmi redmi note 14 5g	REDMI	REDMI_NOTE	NOTE_14	Redmi Note 14 5G	REDMI_REDMI_NOTE_14_5G	90	generated_alias_delta_v1_1
редми redmi note 14 5g	REDMI	REDMI_NOTE	NOTE_14	Redmi Note 14 5G	REDMI_REDMI_NOTE_14_5G	90	generated_alias_delta_v1_1
a545g	SAMSUNG	GALAXY_A	A54	Galaxy A54 5G	SAMSUNG_GALAXY_A54_5G	90	generated_alias_delta_v1_1
a54 5g	SAMSUNG	GALAXY_A	A54	Galaxy A54 5G	SAMSUNG_GALAXY_A54_5G	90	generated_alias_delta_v1_1
galaxya545g	SAMSUNG	GALAXY_A	A54	Galaxy A54 5G	SAMSUNG_GALAXY_A54_5G	90	generated_alias_delta_v1_1
самс a54 5g	SAMSUNG	GALAXY_A	A54	Galaxy A54 5G	SAMSUNG_GALAXY_A54_5G	90	generated_alias_delta_v1_1
Galaxy A54 5G	SAMSUNG	GALAXY_A	A54	Galaxy A54 5G	SAMSUNG_GALAXY_A54_5G	90	generated_alias_delta_v1_1
samsung a54 5g	SAMSUNG	GALAXY_A	A54	Galaxy A54 5G	SAMSUNG_GALAXY_A54_5G	90	generated_alias_delta_v1_1
самсунг a54 5g	SAMSUNG	GALAXY_A	A54	Galaxy A54 5G	SAMSUNG_GALAXY_A54_5G	90	generated_alias_delta_v1_1
самс galaxy a54 5g	SAMSUNG	GALAXY_A	A54	Galaxy A54 5G	SAMSUNG_GALAXY_A54_5G	90	generated_alias_delta_v1_1
samsung galaxy a54 5g	SAMSUNG	GALAXY_A	A54	Galaxy A54 5G	SAMSUNG_GALAXY_A54_5G	90	generated_alias_delta_v1_1
самсунг galaxy a54 5g	SAMSUNG	GALAXY_A	A54	Galaxy A54 5G	SAMSUNG_GALAXY_A54_5G	90	generated_alias_delta_v1_1
самсунг галакси a54 5g	SAMSUNG	GALAXY_A	A54	Galaxy A54 5G	SAMSUNG_GALAXY_A54_5G	90	generated_alias_delta_v1_1
s23	SAMSUNG	GALAXY_S	S23	Galaxy S23	SAMSUNG_GALAXY_S23	90	generated_alias_delta_v1_1
самс s23	SAMSUNG	GALAXY_S	S23	Galaxy S23	SAMSUNG_GALAXY_S23	90	generated_alias_delta_v1_1
galaxys23	SAMSUNG	GALAXY_S	S23	Galaxy S23	SAMSUNG_GALAXY_S23	90	generated_alias_delta_v1_1
Galaxy S23	SAMSUNG	GALAXY_S	S23	Galaxy S23	SAMSUNG_GALAXY_S23	90	generated_alias_delta_v1_1
samsung s23	SAMSUNG	GALAXY_S	S23	Galaxy S23	SAMSUNG_GALAXY_S23	90	generated_alias_delta_v1_1
самсунг s23	SAMSUNG	GALAXY_S	S23	Galaxy S23	SAMSUNG_GALAXY_S23	90	generated_alias_delta_v1_1
самс galaxy s23	SAMSUNG	GALAXY_S	S23	Galaxy S23	SAMSUNG_GALAXY_S23	90	generated_alias_delta_v1_1
samsung galaxy s23	SAMSUNG	GALAXY_S	S23	Galaxy S23	SAMSUNG_GALAXY_S23	90	generated_alias_delta_v1_1
самсунг galaxy s23	SAMSUNG	GALAXY_S	S23	Galaxy S23	SAMSUNG_GALAXY_S23	90	generated_alias_delta_v1_1
самсунг галакси s23	SAMSUNG	GALAXY_S	S23	Galaxy S23	SAMSUNG_GALAXY_S23	90	generated_alias_delta_v1_1
s23u	SAMSUNG	GALAXY_S	S23	Galaxy S23 Ultra	SAMSUNG_GALAXY_S23_ULTRA	90	generated_alias_delta_v1_1
s23ultra	SAMSUNG	GALAXY_S	S23	Galaxy S23 Ultra	SAMSUNG_GALAXY_S23_ULTRA	90	generated_alias_delta_v1_1
s23 ultra	SAMSUNG	GALAXY_S	S23	Galaxy S23 Ultra	SAMSUNG_GALAXY_S23_ULTRA	90	generated_alias_delta_v1_1
galaxys23ultra	SAMSUNG	GALAXY_S	S23	Galaxy S23 Ultra	SAMSUNG_GALAXY_S23_ULTRA	90	generated_alias_delta_v1_1
самс s23 ultra	SAMSUNG	GALAXY_S	S23	Galaxy S23 Ultra	SAMSUNG_GALAXY_S23_ULTRA	90	generated_alias_delta_v1_1
Galaxy S23 Ultra	SAMSUNG	GALAXY_S	S23	Galaxy S23 Ultra	SAMSUNG_GALAXY_S23_ULTRA	90	generated_alias_delta_v1_1
samsung s23 ultra	SAMSUNG	GALAXY_S	S23	Galaxy S23 Ultra	SAMSUNG_GALAXY_S23_ULTRA	90	generated_alias_delta_v1_1
самсунг s23 ultra	SAMSUNG	GALAXY_S	S23	Galaxy S23 Ultra	SAMSUNG_GALAXY_S23_ULTRA	90	generated_alias_delta_v1_1
